customer,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
21-8AJ-14407,1,82,84768.92000000003,1,2,1,121
21-8AJ-1441,67,17,22165.46,4,4,3,443
21-8AJ-14410,10,32,30965.93999999999,2,4,3,243
21-8AJ-14411,68,19,19922.47,4,4,3,443
21-8AJ-14413,2,290,154683.17000000022,1,1,1,111
21-8AJ-14420,0,47,11109.41,1,3,4,134
21-8AJ-14432,21,112,87273.20999999999,3,1,1,311
21-8AJ-14433,2,55,69143.99000000002,1,3,2,132
21-8AJ-14436,0,161,52754.239999999976,1,1,2,112
21-8AJ-14437,21,18,7849.570000000001,3,4,4,344
21-8AJ-14440,4,40,16311.89,2,3,4,234
21-8AJ-14441,2,50,18809.000000000004,1,3,3,133
21-8AJ-14447,0,68,28508.489999999998,1,2,3,123
21-8AJ-14469,0,181,83174.53,1,1,1,111
21-8AJ-14472,1,49,14292.199999999997,1,3,4,134
21-8AJ-14478,0,76,42623.970000000016,1,2,2,122
21-8AJ-14489,368,54,28769.100000000002,4,3,3,433
21-8AJ-14501,14,50,35383.23,3,3,3,333
21-8AJ-14504,42,88,28456.059999999998,3,2,3,323
21-8AJ-14506,3,85,63783.66,1,2,2,122
21-8AJ-14507,3,222,175945.87000000002,1,1,1,111
21-8AJ-14512,371,19,5015.4,4,4,4,444
21-8AJ-14516,2,314,253845.32000000044,1,1,1,111
21-8AJ-14518,14,59,19725.370000000003,3,3,3,333
21-8AJ-14519,45,6,1909.27,3,4,4,344
21-8AJ-14521,6,128,48020.14000000005,2,1,2,212
21-8AJ-14522,6,178,75100.2300000001,2,1,1,211
21-8AJ-14524,28,120,101264.59,3,1,1,311
21-8AJ-14525,18,28,22560.879999999997,3,4,3,343
21-8AJ-14526,5,19,11478.15,2,4,4,244
21-8AJ-1453,79,10,5016.439999999999,4,4,4,444
21-8AJ-14530,369,38,19638.239999999994,4,3,3,433
21-8AJ-14533,0,106,48420.13000000003,1,1,2,112
21-8AJ-14546,371,29,7031.540000000001,4,4,4,444
21-8AJ-14557,4,175,112142.97000000003,2,1,1,211
21-8AJ-14568,19,77,72814.49999999996,3,2,1,321
21-8AJ-14573,33,110,63958.52999999999,3,1,2,312
21-8AJ-14578,1,192,147501.35000000012,1,1,1,111
21-8AJ-14581,8,128,82244.70999999996,2,1,1,211
21-8AJ-14583,6,30,12951.189999999999,2,4,4,244
21-8AJ-14588,5,42,21196.469999999998,2,3,3,233
21-8AJ-14590,24,13,5238.759999999999,3,4,4,344
21-8AJ-14591,3,120,44169.81000000001,1,1,2,112
21-8AJ-14592,6,149,121085.87000000001,2,1,1,211
21-8AJ-14596,2,117,53689.990000000005,1,1,2,112
21-8AJ-14597,0,148,70816.26999999999,1,1,1,111
21-8AJ-14603,14,14,2891.3799999999997,3,4,4,344
21-8AJ-14610,14,71,21425.18,3,2,3,323
21-8AJ-14611,1,127,42916.46,1,1,2,112
21-8AJ-14618,9,10,871.83,2,4,4,244
21-8AJ-14619,3,91,22212.039999999997,1,2,3,123
21-8AJ-1462,1,120,35485.40000000001,1,1,3,113
21-8AJ-14627,1,97,32302.080000000005,1,2,3,123
21-8AJ-14629,30,60,20943.93,3,2,3,323
21-8AJ-1463,492,14,4526.400000000001,4,4,4,444
21-8AJ-14630,487,42,12776.15,4,3,4,434
21-8AJ-14635,493,6,3337.21,4,4,4,444
21-8AJ-14640,493,21,5760.929999999999,4,4,4,444
21-8AJ-14641,492,76,21143.22,4,2,3,423
21-8AJ-14645,12,130,80125.23000000001,3,1,1,311
21-8AJ-14647,0,135,63215.040000000015,1,1,2,112
21-8AJ-14648,367,8,2295.26,4,4,4,444
21-8AJ-14649,520,4,1000.38,4,4,4,444
21-8AJ-1465,2,76,27922.059999999998,1,2,3,123
21-8AJ-14661,0,66,24647.189999999995,1,2,3,123
21-8AJ-14664,9,82,35774.06999999999,2,2,3,223
21-8AJ-14670,1,49,21866.629999999997,1,3,3,133
21-8AJ-14671,372,12,6486.620000000001,4,4,4,444
21-8AJ-14675,6,96,52812.24,2,2,2,222
21-8AJ-14676,13,24,14785.15,3,4,4,344
21-8AJ-1468,33,99,51872.65999999999,3,2,2,322
21-8AJ-14680,0,301,214831.0700000001,1,1,1,111
21-8AJ-14687,0,144,114381.12000000004,1,1,1,111
21-8AJ-14688,132,12,8207.02,4,4,4,444
21-8AJ-14690,8,97,62714.729999999996,2,2,2,222
21-8AJ-14699,2,215,129321.92000000006,1,1,1,111
21-8AJ-14701,385,23,14845.36,4,4,4,444
21-8AJ-14708,2,96,38282.78999999999,1,2,2,122
21-8AJ-1472,3,161,92569.49999999999,1,1,1,111
21-8AJ-14723,2,39,15668.92,1,3,4,134
21-8AJ-14724,50,24,10603.029999999999,4,4,4,444
21-8AJ-14728,369,96,22731.619999999988,4,2,3,423
21-8AJ-14729,388,77,20646.299999999992,4,2,3,423
21-8AJ-14730,369,147,40691.45999999998,4,1,2,412
21-8AJ-14731,369,27,8855.77,4,4,4,444
21-8AJ-14732,1,137,118443.20000000001,1,1,1,111
21-8AJ-14734,367,10,2498.8100000000004,4,4,4,444
21-8AJ-14738,454,13,4037.0699999999997,4,4,4,444
21-8AJ-14740,3,94,64803.25000000001,1,2,2,122
21-8AJ-14744,370,20,17629.539999999997,4,4,4,444
21-8AJ-14747,7,104,80948.98999999992,2,1,1,211
21-8AJ-14748,365,51,34906.84,4,3,3,433
21-8AJ-14751,0,74,38553.089999999975,1,2,2,122
21-8AJ-14754,9,456,290492.39,2,1,1,211
21-8AJ-14762,2,285,178867.49000000005,1,1,1,111
21-8AJ-14771,0,107,143796.1300000001,1,1,1,111
21-8AJ-14774,10,44,20401.65,2,3,3,233
21-8AJ-14775,3,62,14547.720000000001,1,2,4,124
21-8AJ-14776,12,14,3425.33,3,4,4,344
21-8AJ-14783,14,68,15617.910000000003,3,2,4,324
21-8AJ-14789,13,61,19604.53,3,2,3,323
21-8AJ-14790,366,108,34199.02,4,1,3,413
21-8AJ-14798,2,96,62918.18999999995,1,2,2,122
21-8AJ-14806,17,139,119373.41000000006,3,1,1,311
21-8AJ-14807,19,89,42971.399999999994,3,2,2,322
21-8AJ-1481,7,67,70726.79999999997,2,2,1,221
21-8AJ-14816,27,123,110582.94999999998,3,1,1,311
21-8AJ-14817,2,177,188029.79000000015,1,1,1,111
21-8AJ-14818,33,41,33000.909999999996,3,3,3,333
21-8AJ-1482,15,46,24010.05000000001,3,3,3,333
21-8AJ-14826,11,129,124193.08000000003,2,1,1,211
21-8AJ-14828,1,57,40049.01000000002,1,3,2,132
21-8AJ-14831,11,138,114059.64000000004,2,1,1,211
21-8AJ-14833,0,31,25460.029999999995,1,4,3,143
21-8AJ-14837,11,164,125458.06000000004,2,1,1,211
21-8AJ-14842,366,56,38565.34999999999,4,3,2,432
21-8AJ-14846,15,18,9127.39,3,4,4,344
21-8AJ-14847,57,56,31092.399999999994,4,3,3,433
21-8AJ-14855,2,157,170847.41999999995,1,1,1,111
21-8AJ-14857,14,148,73394.68000000004,3,1,1,311
21-8AJ-14859,0,109,181643.38,1,1,1,111
21-8AJ-14861,7,60,58382.91000000001,2,2,2,222
21-8AJ-14866,30,83,73608.66000000003,3,2,1,321
21-8AJ-14868,4,50,39714.39999999999,2,3,2,232
21-8AJ-14869,0,69,61987.05,1,2,2,122
21-8AJ-14874,1,53,32751.200000000008,1,3,3,133
21-8AJ-14875,366,29,21359.63,4,4,3,443
21-8AJ-14876,36,81,52501.380000000005,3,2,2,322
21-8AJ-14880,9,53,41783.11,2,3,2,232
21-8AJ-14883,412,24,21493.86,4,4,3,443
21-8AJ-14890,1,127,37246.43000000001,1,1,3,113
21-8AJ-14896,0,73,59498.279999999984,1,2,2,122
21-8AJ-1490,51,83,41239.94999999997,4,2,2,422
21-8AJ-14906,11,98,45631.78000000003,2,2,2,222
21-8AJ-14908,2,78,39000.969999999994,1,2,2,122
21-8AJ-14912,4,105,59834.29000000003,2,1,2,212
21-8AJ-14914,1,53,30558.07000000001,1,3,3,133
21-8AJ-14915,1,62,45567.69000000002,1,2,2,122
21-8AJ-14916,370,9,6694.179999999999,4,4,4,444
21-8AJ-1492,365,92,66770.05999999998,4,2,2,422
21-8AJ-14920,9,193,119426.88999999998,2,1,1,211
21-8AJ-14921,1,90,44462.63000000001,1,2,2,122
21-8AJ-14923,376,95,52404.98000000002,4,2,2,422
21-8AJ-14928,382,12,10211.2,4,4,4,444
21-8AJ-14936,0,29,19777.570000000003,1,4,3,143
21-8AJ-1494,40,29,14917.239999999998,3,4,4,344
21-8AJ-14948,162,18,10691.93,4,4,4,444
21-8AJ-14949,8,51,18802.319999999996,2,3,3,233
21-8AJ-1495,30,62,23855.469999999994,3,2,3,323
21-8AJ-14964,23,163,107196.44000000003,3,1,1,311
21-8AJ-14970,1,260,175104.8900000002,1,1,1,111
21-8AJ-14981,10,42,32672.439999999988,2,3,3,233
21-8AJ-14985,387,22,17686.41,4,4,4,444
21-8AJ-14986,376,3,1709.3200000000002,4,4,4,444
21-8AJ-14987,7,132,58313.91000000001,2,1,2,212
21-8AJ-14996,369,70,25443.520000000008,4,2,3,423
21-8AJ-15,0,168,190555.22999999986,1,1,1,111
21-8AJ-1500,3,257,236085.97999999992,1,1,1,111
21-8AJ-15002,31,101,164813.9700000001,3,1,1,311
21-8AJ-15003,1,215,114112.06000000007,1,1,1,111
21-8AJ-15007,13,147,49975.30999999999,3,1,2,312
21-8AJ-1501,4,101,30196.07,2,1,3,213
21-8AJ-15013,10,55,15978.400000000001,2,3,4,234
21-8AJ-15014,6,26,7370.34,2,4,4,244
21-8AJ-1502,7,68,21100.999999999993,2,2,3,223
21-8AJ-15023,11,35,9636.010000000004,2,3,4,234
21-8AJ-15025,12,115,35847.30999999998,3,1,3,313
21-8AJ-15026,366,91,27793.309999999998,4,2,3,423
21-8AJ-15028,365,156,51878.52000000006,4,1,2,412
21-8AJ-15036,6,53,18159.359999999993,2,3,4,234
21-8AJ-15038,1,119,53258.14000000002,1,1,2,112
21-8AJ-15040,1,163,82114.74999999999,1,1,1,111
21-8AJ-15041,365,12,4676.209999999999,4,4,4,444
21-8AJ-15043,3,15,4402.78,1,4,4,144
21-8AJ-15048,4,235,143735.3,2,1,1,211
21-8AJ-15049,0,160,54995.98000000001,1,1,2,112
21-8AJ-1506,3,120,88251.20999999995,1,1,1,111
21-8AJ-15062,17,14,10465.99,3,4,4,344
21-8AJ-15064,1,154,127765.95999999998,1,1,1,111
21-8AJ-15066,22,27,15860.049999999997,3,4,4,344
21-8AJ-1507,0,137,132153.87,1,1,1,111
21-8AJ-15070,10,42,53280.01999999999,2,3,2,232
21-8AJ-15072,7,34,47142.610000000015,2,3,2,232
21-8AJ-1508,11,70,110506.11999999998,2,2,1,221
21-8AJ-15080,6,118,109418.38000000005,2,1,1,211
21-8AJ-15082,9,72,32423.970000000005,2,2,3,223
21-8AJ-15092,2,46,22633.08,1,3,3,133
21-8AJ-15095,4,98,64134.34000000001,2,2,2,222
21-8AJ-15098,378,18,19229.410000000003,4,4,3,443
21-8AJ-15099,176,30,36927.54000000001,4,4,3,443
21-8AJ-151,1,128,90992.63000000002,1,1,1,111
21-8AJ-15100,104,21,17172.929999999997,4,4,4,444
21-8AJ-15112,14,81,47043.569999999985,3,2,2,322
21-8AJ-15114,4,177,103340.95999999996,2,1,1,211
21-8AJ-15118,3,55,26290.469999999998,1,3,3,133
21-8AJ-15123,5,61,26601.140000000007,2,2,3,223
21-8AJ-15124,3,72,33684.89,1,2,3,123
21-8AJ-15128,37,101,77136.38000000002,3,1,1,311
21-8AJ-15129,3,97,71726.11,1,2,1,121
21-8AJ-15134,3,236,167261.7000000001,1,1,1,111
21-8AJ-15149,0,34,25242.800000000007,1,3,3,133
21-8AJ-15150,15,146,80825.93,3,1,1,311
21-8AJ-15153,0,47,21193.509999999995,1,3,3,133
21-8AJ-15154,9,68,35509.009999999995,2,2,3,223
21-8AJ-1516,29,61,37295.65,3,2,2,322
21-8AJ-15160,47,183,105256.83000000002,3,1,1,311
21-8AJ-15162,29,208,153583.79,3,1,1,311
21-8AJ-15166,0,28,26451.050000000003,1,4,3,143
21-8AJ-15170,0,65,67030.25000000001,1,2,2,122
21-8AJ-15177,365,93,27214.889999999985,4,2,3,423
21-8AJ-15180,454,5,2637.06,4,4,4,444
21-8AJ-15189,365,73,18191.52,4,2,4,424
21-8AJ-15195,0,70,28089.43,1,2,3,123
21-8AJ-15212,371,13,5763.990000000001,4,4,4,444
21-8AJ-15218,10,171,142090.64,2,1,1,211
21-8AJ-15220,26,39,25316.32,3,3,3,333
21-8AJ-15227,378,50,17469.3,4,3,4,434
21-8AJ-15231,8,39,28644.190000000002,2,3,3,233
21-8AJ-15232,15,195,196566.73999999987,3,1,1,311
21-8AJ-15237,9,39,43593.32,2,3,2,232
21-8AJ-15238,0,166,208346.65000000008,1,1,1,111
21-8AJ-15243,5,87,104210.25000000001,2,2,1,221
21-8AJ-15246,1,77,80290.19999999998,1,2,1,121
21-8AJ-15247,0,217,153555.22999999995,1,1,1,111
21-8AJ-15248,367,66,40914.51999999999,4,2,2,422
21-8AJ-15251,22,20,11978.949999999999,3,4,4,344
21-8AJ-15254,20,23,11931.030000000004,3,4,4,344
21-8AJ-15256,2,90,83930.56999999995,1,2,1,121
21-8AJ-15259,11,44,60503.38999999999,2,3,2,232
21-8AJ-15260,3,130,121661.94999999998,1,1,1,111
21-8AJ-15261,15,102,87834.25999999992,3,1,1,311
21-8AJ-15268,0,231,222915.23000000027,1,1,1,111
21-8AJ-15269,371,39,34880.67,4,3,3,433
21-8AJ-1527,50,50,36756.8,4,3,3,433
21-8AJ-15275,369,55,18503.949999999993,4,3,3,433
21-8AJ-15278,365,95,31227.469999999998,4,2,3,423
21-8AJ-15280,10,97,97256.35,2,2,1,221
21-8AJ-15281,12,61,59503.15999999999,3,2,2,322
21-8AJ-15287,8,23,12087.000000000002,2,4,4,244
21-8AJ-15294,7,242,206485.93,2,1,1,211
21-8AJ-15300,388,29,20283.440000000002,4,4,3,443
21-8AJ-15301,367,88,51069.90000000001,4,2,2,422
21-8AJ-15303,365,118,70132.4700000001,4,1,1,411
21-8AJ-15313,5,162,94954.43000000007,2,1,1,211
21-8AJ-15328,3,86,79854.67000000001,1,2,1,121
21-8AJ-15330,12,112,58283.420000000006,3,1,2,312
21-8AJ-15336,12,61,62028.83000000002,3,2,2,322
21-8AJ-15340,3,79,71391.23000000001,1,2,1,121
21-8AJ-15345,48,74,54285.74999999999,3,2,2,322
21-8AJ-15348,1,56,30430.06,1,3,3,133
21-8AJ-15354,0,48,33930.74999999999,1,3,3,133
21-8AJ-15358,24,16,3668.98,3,4,4,344
21-8AJ-15359,3,265,95575.26000000007,1,1,1,111
21-8AJ-15361,1,37,12385.659999999998,1,3,4,134
21-8AJ-15363,0,114,45608.52000000005,1,1,2,112
21-8AJ-15364,51,75,45135.069999999985,4,2,2,422
21-8AJ-15370,1,131,107961.97000000002,1,1,1,111
21-8AJ-15371,5,99,112759.15000000004,2,2,1,221
21-8AJ-15375,11,23,17390.16,2,4,4,244
21-8AJ-15377,13,132,104597.99999999999,3,1,1,311
21-8AJ-15381,390,5,1691.37,4,4,4,444
21-8AJ-15386,56,83,39359.06000000001,4,2,2,422
21-8AJ-15391,36,42,16768.95,3,3,4,334
21-8AJ-15393,2,205,79423.72999999992,1,1,1,111
21-8AJ-15395,4,132,69373.58999999995,2,1,1,211
21-8AJ-15401,17,67,42194.55,3,2,2,322
21-8AJ-15409,4,101,95753.25000000003,2,1,1,211
21-8AJ-15419,1,128,109819.49999999994,1,1,1,111
21-8AJ-15420,367,66,54958.979999999996,4,2,2,422
21-8AJ-15424,390,10,8687.95,4,4,4,444
21-8AJ-15425,14,92,67822.69000000003,3,2,2,322
21-8AJ-15426,7,180,184230.20999999996,2,1,1,211
21-8AJ-15431,3,31,13661.699999999999,1,4,4,144
21-8AJ-1544,56,3,831.5699999999999,4,4,4,444
21-8AJ-15448,0,163,96575.26000000005,1,1,1,111
21-8AJ-15452,7,55,33449.31,2,3,3,233
21-8AJ-15465,373,54,19356.760000000002,4,3,3,433
21-8AJ-15473,373,13,3489.8999999999996,4,4,4,444
21-8AJ-15487,2,41,26216.890000000007,1,3,3,133
21-8AJ-15488,2,57,29862.699999999997,1,3,3,133
21-8AJ-15496,148,51,25764.710000000006,4,3,3,433
21-8AJ-15499,385,14,5445.59,4,4,4,444
21-8AJ-1550,23,82,40567.659999999974,3,2,2,322
21-8AJ-15500,5,120,96507.52000000003,2,1,1,211
21-8AJ-15507,0,85,16835.68,1,2,4,124
21-8AJ-15508,0,33,6103.490000000001,1,3,4,134
21-8AJ-15512,365,61,13538.470000000003,4,2,4,424
21-8AJ-15513,365,208,56122.06,4,1,2,412
21-8AJ-15514,368,51,14734.180000000002,4,3,4,434
21-8AJ-1552,0,185,118596.0100000001,1,1,1,111
21-8AJ-15524,36,49,23919.420000000002,3,3,3,333
21-8AJ-15527,384,22,7295.870000000001,4,4,4,444
21-8AJ-15529,13,96,49678.62999999998,3,2,2,322
21-8AJ-15538,5,83,66149.64000000003,2,2,2,222
21-8AJ-15540,25,147,135290.22999999995,3,1,1,311
21-8AJ-15543,20,51,31672.47,3,3,3,333
21-8AJ-15549,7,174,95694.67999999998,2,1,1,211
21-8AJ-15550,7,112,84352.69000000003,2,1,1,211
21-8AJ-15554,11,67,40757.66,2,2,2,222
21-8AJ-15573,109,9,2857.74,4,4,4,444
21-8AJ-15575,9,156,53854.53999999994,2,1,2,212
21-8AJ-15577,11,106,47905.80999999996,2,1,2,212
21-8AJ-1559,25,111,57349.85999999999,3,1,2,312
21-8AJ-15593,29,47,29690.060000000005,3,3,3,333
21-8AJ-15594,1,193,147577.22000000015,1,1,1,111
21-8AJ-15596,2,115,64540.110000000015,1,1,2,112
21-8AJ-15597,5,256,104801.09999999995,2,1,1,211
21-8AJ-15598,355,29,19060.399999999998,4,4,3,443
21-8AJ-156,370,59,33098.76999999999,4,3,3,433
21-8AJ-1560,2,34,21377.830000000005,1,3,3,133
21-8AJ-15604,12,52,26677.160000000014,3,3,3,333
21-8AJ-15606,35,23,12376.4,3,4,4,344
21-8AJ-15611,2,86,48328.63999999997,1,2,2,122
21-8AJ-15616,0,175,62315.770000000055,1,1,2,112
21-8AJ-15619,1,218,183999.22999999998,1,1,1,111
21-8AJ-1563,12,148,104902.86999999995,3,1,1,311
21-8AJ-15631,14,124,96703.65000000001,3,1,1,311
21-8AJ-15635,0,49,35483.340000000004,1,3,3,133
21-8AJ-15646,8,71,46609.44999999998,2,2,2,222
21-8AJ-15648,12,42,18819.23,3,3,3,333
21-8AJ-15651,3,73,45306.979999999996,1,2,2,122
21-8AJ-1566,48,38,48110.74999999999,3,3,2,332
21-8AJ-15663,1,126,119937.4,1,1,1,111
21-8AJ-15678,3,37,12007.209999999997,1,3,4,134
21-8AJ-1568,3,189,76839.17000000011,1,1,1,111
21-8AJ-15682,378,5,431.82,4,4,4,444
21-8AJ-15693,4,99,33222.51999999999,2,2,3,223
21-8AJ-15698,12,37,54657.89000000001,3,3,2,332
21-8AJ-157,1,98,74610.03999999998,1,2,1,121
21-8AJ-15703,145,28,8629.09,4,4,4,444
21-8AJ-15704,408,37,11795.339999999998,4,3,4,434
21-8AJ-15706,15,65,26457.579999999994,3,2,3,323
21-8AJ-15708,34,82,53976.51000000001,3,2,2,322
21-8AJ-15709,49,13,12062.6,4,4,4,444
21-8AJ-15711,1,117,83330.40999999995,1,1,1,111
21-8AJ-15712,28,98,73378.47,3,2,1,321
21-8AJ-15714,0,90,108021.64000000004,1,2,1,121
21-8AJ-15717,18,32,33066.780000000006,3,4,3,343
21-8AJ-15721,2,39,39318.270000000004,1,3,2,132
21-8AJ-15723,5,90,68305.48000000003,2,2,2,222
21-8AJ-15728,10,82,45407.89000000001,2,2,2,222
21-8AJ-15729,10,47,27854.16999999999,2,3,3,233
21-8AJ-1573,25,103,72091.69,3,1,1,311
21-8AJ-15737,22,55,50331.930000000015,3,3,2,332
21-8AJ-15739,6,57,34723.970000000016,2,3,3,233
21-8AJ-15744,20,130,66741.48000000001,3,1,2,312
21-8AJ-15748,16,56,52561.78000000001,3,3,2,332
21-8AJ-15750,1,133,117017.41999999998,1,1,1,111
21-8AJ-15751,10,234,130736.91000000006,2,1,1,211
21-8AJ-15754,1,40,18824.550000000003,1,3,3,133
21-8AJ-15756,81,4,1375.27,4,4,4,444
21-8AJ-15758,30,29,6575.62,3,4,4,344
21-8AJ-1576,16,40,21515.06,3,3,3,333
21-8AJ-15767,20,129,130775.07999999996,3,1,1,311
21-8AJ-15770,18,46,25383.379999999997,3,3,3,333
21-8AJ-15780,2,69,59562.64999999998,1,2,2,122
21-8AJ-15782,5,94,80789.67999999996,2,2,1,221
21-8AJ-15785,3,94,67249.30000000002,1,2,2,122
21-8AJ-15786,21,117,61867.28999999998,3,1,2,312
21-8AJ-15787,51,68,37632.58,4,2,2,422
21-8AJ-15792,31,32,29090.040000000005,3,4,3,343
21-8AJ-15802,12,74,96783.73999999998,3,2,1,321
21-8AJ-15806,0,66,52845.59000000002,1,2,2,122
21-8AJ-15811,11,91,80135.35999999997,2,2,1,221
21-8AJ-15815,369,66,85186.52,4,2,1,421
21-8AJ-15816,0,72,62282.48999999998,1,2,2,122
21-8AJ-1582,4,52,37832.65,2,3,2,232
21-8AJ-15823,2,206,181206.87000000005,1,1,1,111
21-8AJ-15827,430,3,1248.3600000000001,4,4,4,444
21-8AJ-1583,0,132,66153.89999999994,1,1,2,112
21-8AJ-15831,1,44,22839.03999999999,1,3,3,133
21-8AJ-15835,6,172,96202.83000000006,2,1,1,211
21-8AJ-15837,5,91,53467.219999999994,2,2,2,222
21-8AJ-15840,15,14,8643.890000000001,3,4,4,344
21-8AJ-15841,2,81,66850.56999999999,1,2,2,122
21-8AJ-15843,122,54,48726.82,4,3,2,432
21-8AJ-15848,38,84,33356.76999999999,3,2,3,323
21-8AJ-15858,69,32,6484.210000000001,4,4,4,444
21-8AJ-15859,16,192,49406.2,3,1,2,312
21-8AJ-15863,14,48,42938.919999999984,3,3,2,332
21-8AJ-15864,7,55,51743.02,2,3,2,232
21-8AJ-15866,2,97,54181.530000000035,1,2,2,122
21-8AJ-15868,29,68,35871.610000000015,3,2,3,323
21-8AJ-15873,4,57,53619.21999999998,2,3,2,232
21-8AJ-15878,29,37,44893.16999999999,3,3,2,332
21-8AJ-15879,4,172,140605.12000000005,2,1,1,211
21-8AJ-15883,1,164,126944.24,1,1,1,111
21-8AJ-15885,1,54,61944.47,1,3,2,132
21-8AJ-15897,385,24,16237.160000000002,4,4,4,444
21-8AJ-159,28,67,45088.289999999986,3,2,2,322
21-8AJ-15908,7,88,73439.29000000004,2,2,1,221
21-8AJ-15916,20,28,27173.290000000005,3,4,3,343
21-8AJ-15920,6,171,144308.2199999999,2,1,1,211
21-8AJ-15921,69,18,8403.73,4,4,4,444
21-8AJ-15928,1,99,42407.629999999976,1,2,2,122
21-8AJ-15938,127,6,3367.67,4,4,4,444
21-8AJ-15939,373,49,22491.979999999996,4,3,3,433
21-8AJ-15943,382,23,12072.369999999997,4,4,4,444
21-8AJ-15947,366,33,19997.39,4,3,3,433
21-8AJ-1595,365,105,52029.25000000004,4,1,2,412
21-8AJ-15950,425,13,5511.3,4,4,4,444
21-8AJ-15953,372,43,20516.290000000005,4,3,3,433
21-8AJ-15954,367,41,19859.36,4,3,3,433
21-8AJ-15963,365,30,8113.809999999997,4,4,4,444
21-8AJ-15967,53,27,27298.629999999997,4,4,3,443
21-8AJ-15968,53,43,42354.24999999999,4,3,2,432
21-8AJ-15978,367,130,103351.62000000002,4,1,1,411
21-8AJ-15980,57,66,55667.68000000001,4,2,2,422
21-8AJ-15983,1,37,20432.860000000004,1,3,3,133
21-8AJ-15995,4,63,64637.21999999998,2,2,2,222
21-8AJ-16004,1,5,3721.0199999999995,1,4,4,144
21-8AJ-16006,15,55,40699.90999999999,3,3,2,332
21-8AJ-16010,24,101,53313.23000000001,3,1,2,312
21-8AJ-16012,1,10,8919.36,1,4,4,144
21-8AJ-16014,2,50,35284.34,1,3,3,133
21-8AJ-16015,5,125,108650.21000000005,2,1,1,211
21-8AJ-1602,2,75,40518.03999999999,1,2,2,122
21-8AJ-16026,47,20,19355.359999999997,3,4,3,343
21-8AJ-16030,9,117,78550.22,2,1,1,211
21-8AJ-16031,5,56,33181.09,2,3,3,233
21-8AJ-16032,25,99,86123.7,3,2,1,321
21-8AJ-16033,4,96,82235.03999999992,2,2,1,221
21-8AJ-16035,2,139,115908.55000000003,1,1,1,111
21-8AJ-16043,0,97,62575.84000000002,1,2,2,122
21-8AJ-16049,2,107,68353.89999999998,1,1,2,112
21-8AJ-16053,1,103,37635.88000000001,1,1,2,112
21-8AJ-16055,380,6,1984.6100000000001,4,4,4,444
21-8AJ-16066,2,110,77955.86000000002,1,1,1,111
21-8AJ-16067,3,70,61075.030000000006,1,2,2,122
21-8AJ-16072,387,20,19727.950000000004,4,4,3,443
21-8AJ-16073,365,71,85323.23,4,2,1,421
21-8AJ-16082,1,469,338912.4300000002,1,1,1,111
21-8AJ-16097,0,96,52984.25,1,2,2,122
21-8AJ-16117,1,137,76665.48999999999,1,1,1,111
21-8AJ-16127,56,111,73101.99000000002,4,1,1,411
21-8AJ-16128,0,123,106468.24999999999,1,1,1,111
21-8AJ-16130,1,132,171363.73000000004,1,1,1,111
21-8AJ-16135,367,61,66028.01,4,2,2,422
21-8AJ-16141,391,116,47613.02,4,1,2,412
21-8AJ-16147,1,34,33092.68000000001,1,3,3,133
21-8AJ-16155,3,7,6579.86,1,4,4,144
21-8AJ-16157,5,78,94334.29999999999,2,2,1,221
21-8AJ-16163,7,216,160753.88000000015,2,1,1,211
21-8AJ-1617,0,181,96090.68,1,1,1,111
21-8AJ-16172,0,327,211672.01999999993,1,1,1,111
21-8AJ-16176,59,77,38061.07999999998,4,2,2,422
21-8AJ-16177,48,35,38022.48,3,3,2,332
21-8AJ-16182,5,98,76215.67,2,2,1,221
21-8AJ-16188,1,96,95952.63999999997,1,2,1,121
21-8AJ-16192,20,24,26370.329999999994,3,4,3,343
21-8AJ-16196,368,66,44128.11999999998,4,2,2,422
21-8AJ-16198,0,128,90238.08000000003,1,1,1,111
21-8AJ-16199,2,53,26346.219999999998,1,3,3,133
21-8AJ-162,2,72,25907.13,1,2,3,123
21-8AJ-16202,5,316,211369.92000000025,2,1,1,211
21-8AJ-16208,14,42,20519.45,3,3,3,333
21-8AJ-16211,1,221,141988.43999999997,1,1,1,111
21-8AJ-16216,52,37,5269.15,4,3,4,434
21-8AJ-16218,0,131,14491.499999999995,1,1,4,114
21-8AJ-16221,48,94,13573.269999999993,3,2,4,324
21-8AJ-16222,58,47,7612.089999999998,4,3,4,434
21-8AJ-1623,17,93,12828.449999999988,3,2,4,324
21-8AJ-16230,374,80,22490.72999999999,4,2,3,423
21-8AJ-16233,0,90,57310.98000000002,1,2,2,122
21-8AJ-16235,3,145,255016.31999999998,1,1,1,111
21-8AJ-16238,384,63,57770.990000000034,4,2,2,422
21-8AJ-16239,8,59,32837.639999999985,2,3,3,233
21-8AJ-16240,45,41,16048.999999999998,3,3,4,334
21-8AJ-16242,25,142,48413.13000000003,3,1,2,312
21-8AJ-16248,367,60,19221.31,4,2,3,423
21-8AJ-16254,385,18,8020.4400000000005,4,4,4,444
21-8AJ-16257,11,123,77346.36000000002,2,1,1,211
21-8AJ-16263,1,58,46641.45000000002,1,3,2,132
21-8AJ-16267,404,16,14356.280000000002,4,4,4,444
21-8AJ-16271,1,177,113492.09000000008,1,1,1,111
21-8AJ-16272,19,88,46673.700000000004,3,2,2,322
21-8AJ-1628,0,378,171096.62999999983,1,1,1,111
